user_id,days_last_order,total_orders,total_value,unique_days_visited,total_sessions,avg_duration_btw_login,avg_session_time,avg_page_visits,label
765078,20,5,5115,9,13,2.56,1337.26,45.54,0
765345,9,4,2308,80,126,2.26,222.20,16.37,1
765401,14,5,1734,33,48,4.91,524.94,33.83,0
765600,11,9,263273,88,203,2.07,306.88,14.87,0
765604,7,11,18289,97,195,1.90,372.76,26.33,0
766436,7,3,24953,2,3,3.50,867.22,31.67,0
766685,4,69,167448,64,115,2.81,214.61,8.00,0
767251,25,4,103404,49,150,1.51,251.43,14.81,0
767475,4,3,33757,59,578,1.14,869.09,13.83,0
767585,23,6,8051,42,100,3.52,390.80,22.90,1
767672,9,14,6299,71,132,1.82,712.94,49.61,1
767736,21,5,8725,88,177,2.09,355.24,14.91,0
767939,15,43,64295,103,256,1.59,666.35,21.67,0
768238,0,9,5248,48,148,2.35,252.56,20.35,0
768400,17,4,11238,15,22,3.87,352.91,18.50,1
768953,14,20,7821,47,64,3.79,197.92,21.14,0
769566,10,3,9403,119,194,1.54,892.27,60.09,0
769910,5,3,1938,19,37,8.89,363.31,26.24,0
769978,21,9,4270,92,183,1.96,308.87,18.61,0
770204,6,3,23313,43,72,4.09,363.23,18.60,0
770206,23,5,2839,13,54,3.00,331.29,15.20,0
770222,1,10,3461,91,184,2.02,535.55,43.82,0
770277,21,3,1565,10,15,5.10,282.55,12.07,0
770361,17,4,24415,100,160,1.80,343.78,19.23,0
770547,25,4,4103,107,211,1.64,269.85,14.64,0
770561,18,5,4441,32,50,3.69,341.60,12.72,1
770598,10,6,1867,60,165,2.98,418.04,23.08,1
770846,1,8,8579,26,99,1.31,317.18,17.65,0
770923,7,8,11412,63,137,1.92,379.83,30.08,0
771018,9,4,6487,52,92,2.37,341.71,21.39,1
771146,2,3,1421,30,83,5.97,353.84,23.99,0
771630,1,6,2526,3,3,2.67,85.03,7.67,0
771685,8,5,2583,24,37,1.63,413.70,21.00,1
771716,6,45,67178,173,892,1.06,238.44,27.16,0
771724,18,21,82783,1,2,1.00,303.87,19.00,0
772252,0,10,8415,7,10,4.29,328.17,14.40,1
772390,1,34,34004,84,187,2.11,288.14,25.34,0
772442,10,9,35760,55,160,3.22,169.93,12.28,0
772622,12,9,12555,59,99,3.00,233.48,17.63,0
772973,1,16,9314,26,90,3.15,258.76,28.88,0
773096,2,24,36389,48,98,3.08,301.75,25.47,0
773141,5,7,8620,86,162,2.13,849.39,24.93,0
773168,2,8,17873,57,95,3.19,176.93,14.06,0
773390,5,12,14705,125,258,1.47,203.87,14.47,0
773519,7,11,16477,34,67,2.06,500.59,22.67,0
773698,4,14,7796,105,311,1.72,587.94,23.98,0
773955,17,5,7073,25,29,6.76,141.20,11.76,0
774167,22,6,4805,62,113,2.77,238.31,14.50,0
774273,4,7,14599,53,100,3.45,315.89,9.60,0
774861,11,3,1144,19,38,2.00,552.69,36.05,0
775072,12,12,8388,139,607,1.32,298.21,19.74,0
775140,2,19,40194,68,151,2.50,482.21,28.36,0
775678,18,5,1737,76,151,1.99,416.39,35.47,1
775697,3,22,17436,58,129,2.97,377.26,27.64,0
776089,5,5,8509,51,151,1.47,274.53,25.77,1
776333,9,16,9029,85,243,2.11,705.60,33.98,0
776443,17,5,4691,115,273,1.60,200.92,16.73,0
776479,16,9,6012,24,37,7.00,296.93,23.00,1
776579,6,7,7778,18,26,3.94,518.73,18.81,0
776747,8,16,13613,151,595,1.22,440.59,20.61,0
776776,16,7,52972,55,101,2.75,442.38,16.21,0
776813,1,3,9480,36,62,4.86,166.80,19.08,0
777141,5,7,9331,39,95,1.54,253.56,16.86,0
777324,20,15,14115,129,281,1.43,239.35,14.88,0
777443,18,3,801,43,82,4.26,721.83,33.27,0
777584,27,58,51085,170,1477,1.08,228.72,17.53,0
777940,13,7,8276,35,74,1.40,385.17,22.69,0
778054,13,7,2030,32,55,1.66,429.16,21.98,1
778202,1,4,1733,21,125,1.14,182.85,25.30,0
778211,6,3,3095,23,26,5.57,374.86,16.50,1
778874,0,8,2459,22,63,3.09,202.83,17.41,0
779312,19,4,4423,7,18,5.14,190.46,19.11,1
779371,3,6,2676,22,68,8.05,374.10,23.81,0
779536,19,17,26396,117,267,1.57,356.06,31.03,1
779586,26,4,1413,8,27,1.00,936.99,16.63,1
780004,20,5,2638,9,15,2.89,270.35,23.87,0
780046,0,6,2291,39,82,1.95,513.11,51.49,0
780181,2,4,2130,27,48,6.41,338.40,20.27,0
780900,5,27,36380,134,329,1.37,832.46,35.78,0
781200,0,14,17685,85,199,2.16,262.83,18.32,1
781321,14,5,4491,75,130,2.45,404.66,15.78,0
781325,0,9,9321,90,224,2.03,262.79,25.59,0
781391,2,97,66664,176,1837,1.05,261.16,37.02,0
781477,14,12,5430,28,47,4.89,819.95,77.98,0
781705,0,3,2111,12,15,15.08,422.75,26.00,0
782223,16,6,2407,28,66,6.32,409.35,21.39,0
782256,3,3,3665,34,77,4.24,239.10,20.60,0
782392,3,86,712188,86,880,1.02,340.56,33.19,0
782566,0,5,3244,27,51,4.30,317.06,28.47,0
782746,1,6,4590,57,143,2.98,261.05,16.02,1
783043,20,3,5011,22,38,2.18,133.27,10.50,0
783450,5,3,1061,11,16,13.64,375.92,21.56,0
783485,0,15,17175,140,561,1.31,399.63,41.65,0
783889,20,10,11548,67,99,2.63,271.06,18.18,0
784022,6,3,1486,8,58,1.00,746.32,33.33,0
784324,4,20,20612,160,497,1.15,604.79,33.28,1
784695,21,5,4158,76,127,2.24,398.91,31.31,1
784872,10,6,3903,52,77,3.52,356.95,19.05,1
784876,12,4,10755,67,150,2.31,476.36,33.48,0
785362,8,7,18162,19,32,2.26,366.41,21.06,0
785917,0,30,19618,181,962,1.02,669.73,30.92,0
786572,23,10,210368,45,77,3.40,280.37,14.17,0
786611,9,3,3713,44,101,3.57,406.41,26.48,0
786616,23,3,1965,12,14,5.83,209.15,14.00,0
786723,13,10,8846,79,220,2.33,554.31,19.82,1
787303,5,5,10998,41,64,4.05,236.42,14.75,0
787878,11,23,17394,64,250,2.64,439.11,47.43,0
788255,4,3,1215,10,22,17.50,590.43,32.09,1
788719,6,4,1923,25,47,6.72,472.68,42.11,0
788745,6,7,5387,51,71,3.61,310.48,21.99,0
789066,6,12,8246,84,459,2.08,456.63,21.58,0
789086,13,9,9044,19,75,1.21,452.45,28.71,0
789186,16,11,25891,51,170,3.61,416.21,38.61,0
789237,5,4,2384,19,36,2.16,433.57,22.94,1
789294,20,8,24367,86,166,2.07,162.26,13.05,0
789752,12,6,2903,22,38,3.32,189.71,13.95,0
789764,3,25,20991,132,292,1.38,484.59,20.26,0
789994,9,5,9925,36,60,4.39,319.52,19.15,1
790398,17,6,3446,21,38,7.86,380.26,17.16,1
790922,16,6,3213,8,20,10.25,609.49,35.80,0
790924,6,4,7975,70,202,2.63,177.46,8.28,0
791018,23,5,29058,59,92,3.00,195.99,8.98,0
791040,14,3,42452,83,126,2.17,242.79,12.32,0
791179,22,20,7871,78,189,2.17,427.27,18.62,0
791247,0,11,72313,146,361,1.26,285.48,26.71,0
791583,17,3,2538,18,22,4.39,250.40,11.77,1
791930,11,4,11636,33,56,5.24,249.31,15.68,0
791985,22,33,47042,102,299,1.78,317.28,26.23,0
791998,13,4,13015,4,5,2.50,380.98,17.60,0
792033,11,3,13741,44,70,3.89,495.81,20.41,0
792223,8,5,5623,45,87,4.00,278.67,19.08,0
792485,6,15,38345,50,126,1.62,566.25,32.72,0
792627,0,8,3025,40,72,4.03,209.04,17.85,0
792685,8,8,2766,36,59,4.89,306.69,20.71,0
792757,2,6,3842,27,41,6.56,197.31,12.88,0
792997,2,6,36484,86,226,2.13,216.95,23.93,1
793240,2,5,2940,48,112,3.77,237.79,20.75,0
793255,8,57,48811,167,1438,1.10,422.48,29.58,0
793472,8,10,27564,72,159,2.53,362.95,14.04,1
793777,1,10,7301,118,333,1.30,477.46,13.68,0
793947,9,4,3029,69,194,2.62,436.21,39.42,0
794332,3,6,5304,29,64,1.93,854.04,23.92,0
794338,9,8,3207,76,169,2.39,288.90,32.90,0
794677,4,77,80611,137,544,1.33,517.89,30.48,0
794705,4,8,6457,57,92,2.63,333.63,20.09,1
794922,23,3,2400,50,103,2.68,444.50,19.32,0
794988,16,11,68756,56,119,3.29,443.17,28.34,0
795050,11,10,6360,121,293,1.48,438.08,34.40,0
795075,0,11,61841,67,154,2.72,343.08,18.02,0
795161,6,8,7022,21,34,2.19,733.64,42.47,0
795542,23,6,5303,43,78,3.95,225.50,20.35,0
795642,8,13,10520,81,151,2.26,366.20,20.55,0
796240,16,3,3095,93,177,1.98,398.92,26.69,0
796320,0,4,40684,48,92,3.83,489.07,16.27,0
796462,2,11,8836,95,305,1.83,434.83,29.76,0
796484,15,4,1991,39,65,4.64,211.57,14.77,1
796727,19,3,1510,27,65,1.63,731.61,44.77,0
796933,13,8,84040,22,31,8.32,471.02,25.48,0
796957,2,12,19167,20,24,8.80,896.73,73.33,0
797212,17,17,563682,46,91,3.78,432.13,19.85,0
797469,5,5,5804,39,47,4.64,175.56,12.19,0
797884,12,3,1104,41,84,4.46,460.75,25.39,1
798071,26,13,34562,16,28,7.19,561.32,23.36,0
798176,26,5,7757,8,12,1.50,255.31,16.00,1
798264,5,7,5574,107,336,1.64,363.35,23.63,0
798931,5,3,2724,60,92,3.00,274.54,23.53,0
799496,29,16,14906,134,413,1.37,247.66,30.71,1
799545,0,33,293981,103,216,1.72,496.68,28.27,0
799725,7,5,2266,21,28,7.62,549.92,34.68,1
799793,5,5,3714,9,17,5.67,129.78,12.06,0
799842,29,4,4326,34,70,2.32,396.31,27.77,1
800063,18,11,8266,62,135,2.81,608.15,26.84,1
800358,1,20,11379,79,147,2.25,459.36,22.82,0
800388,22,12,4430,32,76,3.47,310.52,32.39,1
800447,18,3,3765,13,21,6.85,570.64,25.38,1
800703,22,6,2318,71,119,2.39,674.74,27.13,0
800783,27,17,11930,46,83,3.46,531.58,39.77,1
800784,11,3,1141,133,323,1.38,329.46,18.13,0
801066,4,4,3255,32,66,3.47,543.80,21.55,0
801091,17,6,3888,20,27,2.65,366.77,19.89,1
801324,14,10,9811,24,54,3.92,295.14,19.24,0
801524,6,53,164205,111,286,1.54,407.84,23.79,0
801734,3,42,103352,106,259,1.71,762.12,32.72,0
802032,3,10,3160,28,86,4.25,250.33,23.20,0
802154,1,9,16649,55,83,3.35,202.98,16.27,0
802305,2,11,15079,88,171,2.07,267.06,22.64,0
802392,3,3,3521,10,24,5.30,326.27,21.58,0
803071,16,5,2249,46,80,3.48,281.36,22.40,0
803128,15,9,9802,42,113,3.05,281.78,19.84,0
803130,19,4,4400,53,90,3.43,447.93,26.76,0
803261,5,4,970,2,5,1.00,289.88,20.00,0
803393,14,5,8243,64,132,2.66,352.01,27.27,0
803452,7,3,8537,3,3,3.33,323.32,18.67,1
803468,16,5,3086,65,164,2.72,280.22,15.28,0
804169,8,4,31150,76,183,2.21,764.93,34.90,1
804561,10,12,5930,125,276,1.46,598.46,29.95,0
804978,0,4,2418,50,87,3.04,601.39,21.98,1
805273,8,7,14993,52,81,3.15,141.17,12.48,0
805293,18,9,13267,35,59,3.63,470.80,23.61,0
805298,9,9,4270,32,53,5.72,357.22,26.53,0
805302,21,8,23613,54,76,3.28,246.68,15.07,1
805424,18,7,6691,39,67,4.56,597.23,26.01,0
805749,13,3,1404,2,3,5.00,221.38,25.67,0
806033,2,6,3806,44,103,2.45,264.27,16.99,0
806232,4,31,85085,174,833,1.06,481.72,24.87,0
806245,8,3,1882,17,41,9.53,471.10,24.07,0
806411,5,8,4258,15,57,1.93,185.28,15.14,1
806550,4,4,1292,26,45,3.27,206.72,17.64,0
807221,16,7,12682,30,58,5.77,696.83,46.59,1
807442,5,16,8445,65,163,1.92,410.36,34.80,0
807513,0,3,5583,1,10,2.00,524.22,12.00,0
808110,0,49,45964,130,444,1.27,1457.89,64.33,0
808119,2,3,2150,17,22,8.53,244.33,17.59,0
808302,26,8,2025,69,124,2.67,491.00,20.31,0
809340,1,10,3037,32,53,5.66,345.76,19.30,0
809344,18,3,3284,67,102,2.67,276.79,15.76,0
809501,16,6,5064,56,154,3.29,330.30,22.34,0
809606,24,7,17103,55,99,3.27,415.50,17.04,0
809918,11,5,2188,23,38,2.70,370.02,20.74,1
810932,3,4,1792,27,85,1.22,636.70,48.89,0
811158,15,13,13206,98,356,1.88,287.71,32.46,1
811302,15,4,9790,29,63,1.93,553.83,33.89,0
811460,1,6,9203,8,14,1.75,828.11,111.00,0
811605,3,74,629342,152,558,1.21,224.52,20.80,0
811782,10,6,4719,63,100,2.71,355.25,28.79,0
811792,11,13,5734,77,180,2.19,218.05,23.69,0
812824,22,5,1711,13,24,2.31,356.62,20.92,1
813087,13,9,6688,30,52,6.00,577.26,28.50,0
813922,1,26,143833,57,182,3.14,634.27,37.66,0
813957,25,4,4761,43,89,4.16,223.07,14.84,0
813978,16,9,35278,54,79,3.31,270.36,12.30,0
814029,26,4,6443,11,13,6.64,200.05,15.54,1
814050,18,14,13635,155,360,1.18,716.03,25.19,0
814078,19,10,20190,47,136,3.87,308.39,17.81,0
814117,22,3,4035,37,55,4.41,272.87,23.24,0
814122,23,15,353694,85,254,2.02,156.52,10.04,0
814923,12,3,1060,17,22,8.06,719.44,48.77,1
814955,16,5,2230,48,154,3.40,592.46,33.76,0
815037,9,14,9888,20,33,6.20,620.20,48.52,0
815292,19,5,5793,48,93,3.60,319.59,22.08,0
815421,17,6,3254,68,100,2.66,413.81,18.65,0
815540,5,5,1775,37,76,4.76,527.15,36.36,1
815607,11,3,39908,2,3,3.00,573.03,28.00,0
815627,8,5,3614,14,50,4.79,559.80,30.80,0
816153,1,11,7906,82,141,2.23,377.55,21.70,0
816238,23,3,1254,81,123,2.21,172.46,15.38,0
816559,1,4,2168,5,30,0.80,1185.15,34.03,0
816579,11,10,35683,33,119,2.00,568.79,35.16,0
816584,5,19,6173,34,109,2.03,540.22,51.78,0
816716,4,9,11217,139,373,1.32,616.98,42.42,0
817060,5,13,6715,35,63,5.26,525.87,38.02,0
817088,7,8,34289,65,143,2.52,636.51,13.65,0
817094,7,45,266093,124,579,1.47,294.09,17.30,0
817467,11,13,18371,76,159,2.39,495.40,24.49,0
817693,25,4,4276,33,51,5.55,340.89,15.71,1
818142,6,11,4521,74,266,2.46,342.64,27.50,0
818572,7,17,82958,115,287,1.58,167.08,14.93,0
819043,17,11,49209,55,122,3.22,330.48,27.91,0
819375,25,9,5068,54,122,3.28,309.43,17.68,1
819426,7,4,12765,57,101,3.21,305.98,17.15,0
819427,25,6,3019,1,1,1.00,37.13,6.00,0
819607,7,6,29543,60,154,2.90,824.30,44.66,0
819908,23,4,2420,25,57,3.64,120.07,22.02,0
819963,1,22,166837,148,430,1.24,350.88,19.65,0
820395,15,5,7432,92,230,1.93,401.47,25.17,0
820706,6,22,8950,55,186,2.96,425.29,44.26,0
820738,12,49,127011,161,1064,1.14,254.33,17.97,0
820841,6,3,2564,6,8,2.17,352.82,24.13,1
820868,7,8,6204,75,159,2.44,247.84,22.97,0
821127,10,17,12231,66,173,2.62,200.62,22.29,1
821250,12,8,7544,76,132,2.41,161.61,10.14,0
821429,23,5,2133,40,93,4.30,327.28,38.95,0
821552,24,6,11879,2,3,2.00,93.68,15.67,0
821742,22,5,4276,57,85,3.04,394.62,18.76,0
821976,19,4,10730,38,50,4.18,205.92,17.02,1
822334,4,7,5762,87,173,2.09,235.78,14.68,0
822471,18,9,3924,18,42,1.33,579.36,30.05,0
822481,11,4,2226,56,116,1.43,974.67,37.16,1
822723,4,3,3488,15,26,1.73,339.46,28.54,0
823054,3,11,3969,46,95,3.80,181.61,16.99,0
823058,7,3,23023,1,1,1.00,1643.47,82.00,0
823201,22,5,10170,48,81,1.31,165.03,7.65,1
823354,2,13,9377,44,72,3.82,266.59,12.63,0
823953,5,3,10755,2,6,3.00,351.00,13.50,1
824579,29,3,300,10,11,13.70,1188.44,47.00,0
824783,22,3,6144,29,65,2.10,389.46,19.40,1
825025,28,12,17594,144,374,1.28,284.47,17.59,0
825632,22,5,2176,25,40,6.64,238.45,21.25,0
825782,0,3,7285,16,24,10.56,100.28,18.42,1
826028,18,43,103599,135,662,1.36,306.75,18.40,0
826048,12,12,6713,132,348,1.37,385.88,26.86,1
826112,26,10,4084,82,146,2.23,212.57,14.43,0
826541,6,3,18387,25,36,6.52,170.05,16.42,0
826577,3,12,33352,36,81,3.39,479.24,31.62,0
826658,17,23,18521,63,178,2.60,676.09,68.46,0
826889,19,25,30285,53,103,3.42,524.88,32.05,0
826997,5,6,6653,32,45,4.66,295.88,16.33,0
827009,0,15,9627,37,85,4.86,392.96,18.51,0
827047,6,3,13992,1,1,1.00,1142.37,41.00,0
827342,2,35,65914,132,969,1.39,404.59,18.58,0
827346,20,5,6212,17,23,9.65,777.11,25.96,1
827356,9,21,50489,99,170,1.84,506.45,34.15,0
827966,1,17,19341,115,335,1.60,276.89,13.83,0
827977,4,48,24582,108,153,1.70,309.39,36.52,0
828158,4,6,213728,34,51,5.15,253.99,19.14,0
828372,2,4,1267,18,49,1.28,540.60,29.08,0
828609,21,5,8706,50,97,3.44,731.72,40.65,1
829006,27,26,32037,17,55,1.76,202.66,13.36,0
829043,7,9,46342,21,74,6.90,459.79,37.26,0
829165,18,4,1656,128,284,1.44,327.69,21.83,0
829239,18,8,2228,68,107,2.62,390.93,17.50,0
829752,21,43,26860,56,362,1.05,541.94,32.02,0
830166,6,9,7707,12,19,1.17,350.20,31.26,0
830238,23,3,690,15,17,9.73,1440.18,96.06,1
830273,14,9,21921,70,159,2.57,300.47,26.08,0
830299,24,6,25823,101,424,1.82,230.35,16.11,0
830591,1,16,8588,70,123,2.60,595.96,23.93,1
830641,23,5,4552,50,90,3.50,239.41,15.41,1
830679,0,3,2473,62,98,2.97,338.32,20.13,1
830798,2,18,37352,53,109,3.43,712.47,27.95,0
831419,16,5,1971,24,41,3.08,266.89,15.46,0
831502,5,21,44815,146,453,1.26,346.50,19.33,0
831548,3,9,3496,11,15,9.09,159.09,9.07,0
831700,26,6,3412,27,43,6.81,313.93,23.93,0
832332,0,25,25488,118,536,1.50,438.39,31.73,0
832470,4,12,9782,68,105,2.65,296.53,22.28,0
832933,24,14,11913,75,165,2.40,500.65,45.24,0
833020,12,10,3801,36,94,1.94,816.54,57.66,0
833021,4,3,6093,45,69,4.09,497.50,17.87,1
833512,17,4,5723,5,6,3.60,462.38,12.83,0
833528,6,4,2732,36,56,4.72,253.97,17.00,0
833997,10,33,24614,60,134,3.07,314.35,26.89,0
834111,1,9,26625,58,95,2.91,390.96,22.45,0
834117,22,3,3742,14,25,5.21,132.78,8.48,1
834425,28,3,5230,97,140,1.85,184.98,16.71,0
834600,0,7,3436,100,152,1.82,476.50,35.03,0
834711,7,8,6798,29,40,5.86,171.06,9.18,0
835073,9,11,5473,76,137,2.32,187.98,13.60,0
835311,12,6,2709,62,136,1.47,545.75,29.90,1
835446,10,23,44049,19,76,7.42,579.77,31.33,0
835780,27,42,198255,151,462,1.22,654.45,39.53,0
835833,27,11,45014,106,210,1.73,195.83,14.10,1
836295,20,5,2193,17,38,1.29,767.93,37.87,1
836562,7,7,3343,99,212,1.82,363.09,18.07,1
837420,7,4,3133,27,64,1.85,310.04,14.88,0
837604,19,14,7361,36,63,2.61,496.09,37.48,1
838066,0,17,7395,57,118,2.35,392.70,28.97,0
838330,9,8,4567,55,139,1.25,521.33,41.74,0
838352,21,4,5713,27,50,2.93,304.65,10.50,0
838363,6,21,106162,66,155,2.39,432.18,23.58,0
838389,17,5,118528,37,98,2.84,313.96,20.26,0
838763,3,7,4519,24,34,2.33,335.60,30.47,0
839023,11,3,1522,83,150,2.18,261.25,18.85,0
839364,2,19,10764,147,450,1.25,194.91,18.08,0
839516,12,5,9147,12,38,2.50,109.48,12.74,0
839521,0,3,1343,37,82,4.70,517.72,20.26,0
839670,23,11,12062,33,52,5.15,218.90,15.46,0
839741,2,14,19146,12,79,3.08,165.98,25.57,0
839899,16,7,11245,120,301,1.53,245.04,16.51,0
840042,0,253,226880,126,900,1.34,644.80,29.25,0
840114,24,4,987,14,17,10.93,670.17,34.18,0
840282,16,4,2566,57,104,3.00,329.24,16.43,1
840792,14,9,6975,41,70,4.44,242.02,16.80,0
841068,7,4,1256,72,158,2.51,285.94,12.81,0
841218,24,7,8100,36,50,1.67,402.57,27.86,0
841591,2,41,36861,126,297,1.46,579.58,24.34,0
841717,6,4,3904,46,89,4.00,596.72,45.30,0
841746,9,5,5880,62,134,2.87,226.80,14.46,0
842145,16,9,181004,55,135,2.93,448.42,29.67,0
842346,6,3,3831,13,20,1.85,682.57,37.50,1
842491,15,6,5387,33,60,2.52,270.35,24.00,0
842548,3,6,9690,40,73,4.55,443.45,19.84,0
843005,0,17,59738,78,141,2.36,335.86,16.87,0
843129,1,7,16391,13,23,8.85,302.66,28.57,0
843177,14,3,1102,40,57,4.48,389.14,19.46,0
843403,12,7,43744,73,133,2.49,270.58,13.95,0
843542,26,7,9798,46,76,3.87,268.29,20.24,1
843784,15,3,4107,18,33,2.39,746.04,39.21,0
844043,0,5,2992,69,108,2.54,644.04,26.56,0
844092,6,50,42790,167,816,1.10,292.15,17.16,0
844207,21,18,13767,104,398,1.63,370.76,32.39,0
844621,5,5,2399,40,64,4.20,168.55,13.66,0
844713,19,3,2460,27,65,2.37,416.22,23.91,0
844835,6,6,4436,61,84,2.97,234.20,19.86,0
845035,24,12,15001,49,92,3.12,267.04,13.75,0
845051,1,34,98273,143,384,1.27,422.85,23.61,0
845292,0,4,1743,5,12,3.80,572.90,36.50,0
845473,6,5,19385,81,123,2.27,288.36,25.97,0
846258,15,11,2373,113,285,1.63,229.23,14.05,1
846270,25,3,1485,16,19,2.31,465.12,27.58,0
846405,0,8,3848,48,92,3.56,503.60,40.67,0
846424,17,3,26635,14,36,2.64,557.63,15.75,0
846607,6,4,14102,44,77,4.18,353.47,16.57,0
846776,7,6,3273,30,52,1.43,532.86,37.17,0
846913,10,3,2327,6,12,3.17,331.44,15.92,0
847117,30,11,46014,116,371,1.58,363.89,23.06,0
847356,2,5,6972,25,35,6.92,186.51,12.86,0
847419,7,9,4623,91,158,2.01,364.74,32.80,0
847472,2,4,8279,25,51,1.56,226.78,13.61,0
848108,2,3,6772,38,60,4.82,282.14,13.30,0
848137,5,6,6668,104,271,1.72,261.66,13.07,0
848456,12,19,13090,91,188,2.00,244.28,13.98,0
848545,25,3,12779,23,41,5.00,593.23,33.59,0
848594,11,12,16782,31,65,5.68,340.46,21.78,1
848685,6,17,32832,37,76,3.43,255.75,18.24,1
848758,2,15,8522,120,294,1.41,609.04,37.41,0
848821,17,4,2334,62,81,2.90,550.44,41.86,0
849010,12,3,3796,39,48,4.64,345.58,16.48,0
849514,0,5,4474,44,318,3.98,240.98,16.43,0
849832,0,4,1379,8,22,1.25,557.08,29.41,0
849862,18,7,8078,43,76,4.05,123.48,14.18,0
849974,0,9,31010,34,49,5.00,286.72,11.73,0
850213,17,6,2893,7,17,2.29,549.15,33.88,0
850483,5,12,4206,62,165,2.76,344.45,26.02,0
850514,14,18,14754,100,211,1.83,194.63,13.49,0
850557,14,3,12693,16,31,8.88,235.97,10.03,0
850598,7,9,5808,44,126,1.82,348.61,19.55,1
851045,10,3,4113,2,3,4.00,1299.17,62.00,0
851437,2,8,15508,30,49,3.80,365.71,17.37,0
851587,5,4,9581,38,57,4.84,356.80,14.30,0
851622,8,36,13818,126,355,1.46,239.37,22.91,0
851764,19,7,6608,39,52,4.51,749.95,48.21,1
851801,7,7,81643,34,59,5.18,195.49,19.07,0
851879,3,34,26907,144,504,1.26,290.53,21.53,0
851984,12,93,802033,45,75,3.40,334.97,26.00,0
852552,16,6,11034,41,90,2.95,438.39,29.36,1
852571,14,5,1792,31,83,1.97,437.65,26.43,1
852789,4,29,18619,65,332,0.98,363.03,28.93,0
853042,17,3,2226,11,22,6.91,256.30,15.27,1
853332,6,12,24857,71,133,2.59,470.31,19.50,0
853534,5,4,75774,7,12,5.29,242.83,20.83,1
853852,22,3,3834,14,23,11.14,163.66,13.83,0
853918,14,4,1510,21,34,6.76,300.60,25.26,0
854117,0,3,6336,5,16,0.80,335.48,19.81,0
854237,7,10,7425,77,151,2.30,155.92,12.41,0
854326,14,4,6484,60,113,3.05,280.16,18.15,0
854422,6,3,842,21,32,2.14,307.11,16.28,1
854619,2,40,24697,154,570,1.19,667.76,39.60,0
854870,22,10,16966,87,320,2.07,617.09,48.34,0
855394,25,6,5473,45,89,3.04,398.22,23.76,1
855402,8,29,61213,72,175,2.42,840.81,36.29,0
855644,12,4,2549,30,56,5.47,391.59,20.04,0
855678,6,5,3731,15,32,1.53,343.52,19.41,1
855764,12,6,7572,59,209,1.15,1039.76,37.20,0
855838,2,7,2883,10,12,3.40,469.59,15.25,1
855943,8,3,1850,35,48,4.37,248.87,15.44,0
856153,2,20,33381,55,204,3.31,263.15,17.00,0
856244,13,8,3717,116,364,1.53,377.52,17.70,0
856643,0,20,111991,96,244,1.92,724.84,34.06,0
856790,15,3,3029,22,47,2.41,282.38,24.00,0
856855,2,10,41517,49,127,3.67,386.71,25.11,0
856951,7,7,5077,20,43,7.40,448.13,38.91,1
857109,8,26,21542,15,23,4.87,353.57,20.78,0
857155,7,3,2692,9,19,2.00,396.12,24.16,0
857241,18,6,4257,42,64,4.29,290.50,17.42,0
857614,25,8,5436,32,95,5.44,1047.82,59.75,1
858550,0,5,1383,27,94,2.30,303.36,29.31,0
858564,9,25,51581,67,98,1.42,540.66,28.08,0
858990,0,20,25050,121,427,1.42,441.45,24.52,0
859162,1,14,20600,18,21,9.56,179.78,15.81,0
859370,16,15,45219,59,119,3.08,325.43,16.73,0
859376,5,7,20162,43,81,3.86,613.55,29.26,0
859415,1,30,50066,44,156,1.43,1198.19,57.44,0
859560,13,3,1143,14,25,8.71,143.03,9.56,0
859663,14,3,1164,16,39,1.63,518.56,15.31,0
859857,2,22,47182,172,570,1.07,346.38,23.28,0
860508,25,4,4811,33,46,5.09,330.36,19.43,0
860762,25,4,2466,29,43,3.66,166.81,17.02,0
861122,7,7,9120,35,53,4.43,438.72,25.74,0
861229,1,3,1963,27,36,6.07,621.99,27.61,0
861349,9,10,3961,49,83,3.71,370.71,30.55,0
861643,19,6,11108,116,252,1.59,560.73,32.17,0
861934,20,26,16318,82,227,2.15,795.11,60.11,0
862177,10,6,9603,85,176,2.01,179.31,19.00,0
862324,27,17,43699,121,380,1.52,375.66,31.01,0
862681,3,23,24605,49,114,3.67,573.74,40.34,0
862794,0,6,4205,32,63,5.38,376.77,41.56,0
863374,0,13,10255,45,150,4.09,309.19,21.43,0
863538,19,3,898,36,63,2.81,652.79,40.22,1
863882,15,3,1325,4,6,2.50,387.23,21.50,1
864047,0,30,19695,169,907,1.09,206.58,15.87,0
864335,7,5,5736,42,71,4.12,230.67,14.75,0
864572,0,12,15112,57,172,2.86,536.73,49.00,0
864850,14,14,6953,155,413,1.19,374.00,18.22,0
864915,10,3,878,9,14,3.89,327.69,15.29,1
864975,5,3,1827,36,73,1.47,234.27,8.05,0
864979,29,4,2626,25,47,2.00,328.59,17.96,0
865102,0,8,9910,59,131,3.07,369.03,24.92,0
865229,24,5,2551,97,189,1.89,282.27,17.98,1
865340,9,13,9554,49,116,3.76,906.88,64.97,0
865530,20,3,5469,3,3,12.67,594.58,32.67,0
865619,17,5,7361,78,165,2.35,172.32,15.92,0
866238,10,3,9673,34,46,5.06,709.28,51.28,0
866261,30,3,2752,20,28,5.50,692.34,19.11,1
866311,23,4,2848,37,70,3.43,161.87,15.26,1
866431,2,7,4780,48,60,3.71,329.24,15.60,0
866745,11,9,7933,39,238,1.05,208.12,21.05,0
